date,total_events,status
2024-11-19,145391,ok
2024-11-20,146393,ok
2024-11-21,151781,ok
2024-11-22,138534,ok
2024-11-23,85216,ok
2024-11-24,73070,ok
2024-11-25,124391,ok
2024-11-26,140527,ok
2024-11-27,139815,ok
2024-11-28,118372,ok
2024-11-29,109442,ok
2024-11-30,83575,ok
2024-12-01,80011,ok
2024-12-02,131656,ok
2024-12-03,151397,ok
2024-12-04,149785,ok
2024-12-05,146605,ok
2024-12-06,139870,ok
2024-12-07,94701,ok
2024-12-08,88785,ok
2024-12-09,137575,ok
2024-12-10,151289,ok
2024-12-11,148243,ok
2024-12-12,149094,ok
2024-12-13,137308,ok
2024-12-14,87977,ok
2024-12-15,75697,ok
2024-12-16,126846,ok
2024-12-17,144508,ok
2024-12-18,138857,ok
2024-12-19,139456,ok
2024-12-20,134219,ok
2024-12-21,83665,ok
2024-12-22,67509,ok
2024-12-23,105465,ok
2024-12-24,99674,ok
2024-12-25,67943,ok
2024-12-26,82956,ok
2024-12-27,94445,ok
2024-12-28,70764,ok
2024-12-29,66214,ok
2024-12-30,97893,ok
2024-12-31,98448,ok
2025-01-01,71207,ok
2025-01-02,91632,ok
2025-01-03,106495,ok
2025-01-04,74608,ok
2025-01-05,64742,ok
2025-01-06,110445,ok
2025-01-07,129240,ok
2025-01-08,136893,ok
2025-01-09,140097,ok
2025-01-10,129292,ok
2025-01-11,82695,ok
2025-01-12,71591,ok
2025-01-13,120931,ok
2025-01-14,136391,ok
2025-01-15,149792,ok
2025-01-16,152194,ok
2025-01-17,144747,ok
2025-01-18,91408,ok
2025-01-19,79155,ok
2025-01-20,122029,ok
2025-01-21,147583,ok
2025-01-22,151720,ok
2025-01-23,149663,ok
2025-01-24,142362,ok
2025-01-25,96460,ok
2025-01-26,81795,ok
2025-01-27,130388,ok
2025-01-28,145389,ok
2025-01-29,144878,ok
2025-01-30,140632,ok
2025-01-31,131491,ok
2025-02-01,89183,ok
2025-02-02,75174,ok
2025-02-03,125750,ok
2025-02-04,144457,ok
2025-02-05,157391,ok
2025-02-06,151899,ok
2025-02-07,136650,ok
2025-02-08,89979,ok
2025-02-09,72628,ok
2025-02-10,118328,ok
2025-02-11,142009,ok
2025-02-12,152207,ok
2025-02-13,153650,ok
2025-02-14,143190,ok
2025-02-15,93987,ok
2025-02-16,83138,ok
2025-02-17,128911,ok
2025-02-18,146147,ok
2025-02-19,149166,ok
2025-02-20,147847,ok
2025-02-21,140712,ok
2025-02-22,91490,ok
2025-02-23,76549,ok
2025-02-24,132312,ok
2025-02-25,150256,ok
2025-02-26,145542,ok
2025-02-27,148923,ok
2025-02-28,148692,ok
2025-03-01,99559,ok
2025-03-02,81153,ok
2025-03-03,127718,ok
2025-03-04,150305,ok
2025-03-05,154805,ok
2025-03-06,150442,ok
2025-03-07,145027,ok
2025-03-08,90618,ok
2025-03-09,77963,ok
2025-03-10,130966,ok
2025-03-11,149852,ok
2025-03-12,155839,ok
2025-03-13,153903,ok
2025-03-14,143229,ok
2025-03-15,91359,ok
2025-03-16,77319,ok
2025-03-17,135985,ok
2025-03-18,153152,ok
2025-03-19,152062,ok
2025-03-20,149714,ok
2025-03-21,142065,ok
2025-03-22,88884,ok
2025-03-23,75271,ok
2025-03-24,133734,ok
2025-03-25,148504,ok
2025-03-26,151439,ok
2025-03-27,152631,ok
2025-03-28,147891,ok
2025-03-29,90537,ok
2025-03-30,74991,ok
2025-03-31,119120,ok
2025-04-01,136855,ok
2025-04-02,139639,ok
2025-04-03,142622,ok
2025-04-04,139422,ok
2025-04-05,90896,ok
2025-04-06,74066,ok
2025-04-07,122706,ok
2025-04-08,141246,ok
2025-04-09,141563,ok
2025-04-10,144696,ok
2025-04-11,140298,ok
2025-04-12,86398,ok
2025-04-13,68647,ok
2025-04-14,122395,ok
2025-04-15,143362,ok
2025-04-16,144354,ok
2025-04-17,148245,ok
2025-04-18,129153,ok
2025-04-19,88574,ok
2025-04-20,74125,ok
2025-04-21,133065,ok
2025-04-22,151012,ok
2025-04-23,161604,ok
2025-04-24,158308,ok
2025-04-25,150947,ok
2025-04-26,101275,ok
2025-04-27,78926,ok
2025-04-28,129069,ok
2025-04-29,145941,ok
2025-04-30,151416,ok
2025-05-01,135927,ok
2025-05-02,131224,ok
2025-05-03,85616,ok
2025-05-04,72615,ok
2025-05-05,119308,ok
2025-05-06,139498,ok
2025-05-07,161183,ok
2025-05-08,154460,ok
2025-05-09,148399,ok
2025-05-10,99907,ok
2025-05-11,84056,ok
2025-05-12,137525,ok
2025-05-13,147990,ok
2025-05-14,153680,ok
2025-05-15,154382,ok
2025-05-16,143811,ok
2025-05-17,90503,ok
2025-05-18,81239,ok
2025-05-19,129971,ok
2025-05-20,147582,ok
2025-05-21,152711,ok
2025-05-22,150785,ok
2025-05-23,140577,ok
2025-05-24,87086,ok
2025-05-25,72245,ok
2025-05-26,107966,ok
2025-05-27,132313,ok
2025-05-28,143418,ok
2025-05-29,142603,ok
2025-05-30,134355,ok
2025-05-31,84119,ok
2025-06-01,71507,ok
2025-06-02,125531,ok
2025-06-03,136658,ok
2025-06-04,141508,ok
2025-06-05,143602,ok
2025-06-06,130876,ok
2025-06-07,80526,ok
2025-06-08,69520,ok
2025-06-09,118686,ok
2025-06-10,140233,ok
2025-06-11,148335,ok
2025-06-12,136620,ok
2025-06-13,151538,ok
2025-06-14,0,missing
2025-06-15,0,missing
2025-06-16,0,missing
2025-06-17,0,missing
2025-06-18,0,missing
2025-06-19,0,missing
2025-06-20,0,missing
2025-06-21,0,missing
2025-06-22,0,missing
2025-06-23,0,missing
2025-06-24,0,missing
2025-06-25,0,missing
2025-06-26,0,missing
2025-06-27,0,missing
2025-06-28,0,missing
2025-06-29,0,missing
2025-06-30,0,missing
2025-07-01,0,missing
2025-07-02,134816,ok
2025-07-03,140984,ok
2025-07-04,119142,ok
2025-07-05,74937,ok
2025-07-06,71583,ok
2025-07-07,123201,ok
2025-07-08,138570,ok
2025-07-09,142443,ok
2025-07-10,142660,ok
2025-07-11,135272,ok
2025-07-12,82903,ok
2025-07-13,71110,ok
2025-07-14,123846,ok
2025-07-15,140040,ok
2025-07-16,141557,ok
2025-07-17,138901,ok
2025-07-18,132633,ok
2025-07-19,82720,ok
2025-07-20,68500,ok
2025-07-21,118533,ok
2025-07-22,134941,ok
2025-07-23,138074,ok
2025-07-24,138622,ok
2025-07-25,133988,ok
2025-07-26,83370,ok
2025-07-27,67630,ok
2025-07-28,117909,ok
2025-07-29,135523,ok
2025-07-30,131027,ok
2025-07-31,137850,ok
2025-08-01,149037,ok
2025-08-02,76869,ok
2025-08-03,65644,ok
2025-08-04,108508,ok
2025-08-05,126846,ok
2025-08-06,136126,ok
2025-08-07,136285,ok
2025-08-08,134074,ok
2025-08-09,88084,ok
2025-08-10,72887,ok
2025-08-11,121890,ok
2025-08-12,131480,ok
2025-08-13,135888,ok
2025-08-14,136879,ok
2025-08-15,128082,ok
2025-08-16,87149,ok
2025-08-17,72793,ok
2025-08-18,132066,ok
2025-08-19,142698,ok
2025-08-20,140790,ok
2025-08-21,138439,ok
2025-08-22,131087,ok
2025-08-23,80386,ok
2025-08-24,70589,ok
2025-08-25,117976,ok
2025-08-26,131865,ok
2025-08-27,133977,ok
2025-08-28,138975,ok
2025-08-29,127562,ok
2025-08-30,83592,ok
2025-08-31,70659,ok
2025-09-01,103230,ok
2025-09-02,128034,ok
2025-09-03,143318,ok
2025-09-04,141747,ok
2025-09-05,127598,ok
2025-09-06,79967,ok
2025-09-07,68458,ok
2025-09-08,120726,ok
2025-09-09,141676,ok
2025-09-10,147352,ok
2025-09-11,146771,ok
2025-09-12,136245,ok
2025-09-13,82138,ok
2025-09-14,67044,ok
2025-09-15,121690,ok
2025-09-16,136471,ok
2025-09-17,136649,ok
2025-09-18,136307,ok
2025-09-19,131662,ok
2025-09-20,80023,ok
2025-09-21,71464,ok
2025-09-22,125017,ok
2025-09-23,137930,ok
2025-09-24,139970,ok
2025-09-25,142043,ok
2025-09-26,132809,ok
2025-09-27,84609,ok
2025-09-28,68387,ok
2025-09-29,119195,ok
2025-09-30,132923,ok
2025-10-01,131214,ok
2025-10-02,130029,ok
2025-10-03,126903,ok
2025-10-04,77451,ok
2025-10-05,67112,ok
2025-10-06,116101,ok
2025-10-07,138115,ok
2025-10-08,132425,ok
2025-10-09,137843,ok
2025-10-10,133130,ok
2025-10-11,82055,ok
2025-10-12,71720,ok
2025-10-13,123656,ok
2025-10-14,134355,ok
2025-10-15,133509,ok
2025-10-16,140587,ok
2025-10-17,137323,ok
2025-10-18,84651,ok
2025-10-19,69859,ok
2025-10-20,114528,ok
2025-10-21,138039,ok
2025-10-22,140738,ok
2025-10-23,137541,ok
2025-10-24,134776,ok
2025-10-25,83877,ok
2025-10-26,75194,ok
2025-10-27,125026,ok
2025-10-28,139111,ok
2025-10-29,141855,ok
2025-10-30,141719,ok
2025-10-31,131084,ok
2025-11-01,83127,ok
2025-11-02,68125,ok
2025-11-03,122070,ok
2025-11-04,128477,ok
2025-11-05,133217,ok
2025-11-06,134153,ok
2025-11-07,127861,ok
2025-11-08,82091,ok
2025-11-09,68112,ok
2025-11-10,115696,ok
2025-11-11,128457,ok
2025-11-12,129226,ok
2025-11-13,129209,ok
2025-11-14,121424,ok
2025-11-15,75959,ok
2025-11-16,64898,ok
2025-11-17,116159,ok
2025-11-18,130996,ok
2025-11-19,136190,ok
2025-11-20,135374,ok
2025-11-21,130775,ok
2025-11-22,85216,ok
2025-11-23,75124,ok
2025-11-24,118005,ok
2025-11-25,127926,ok
2025-11-26,124693,ok
2025-11-27,102075,ok
2025-11-28,95567,ok
2025-11-29,68033,ok
2025-11-30,60753,ok
2025-12-01,109383,ok
2025-12-02,124206,ok
2025-12-03,129652,ok
2025-12-04,128862,ok
2025-12-05,115543,ok
2025-12-06,72592,ok
2025-12-07,61324,ok
2025-12-08,111373,ok
2025-12-09,123073,ok
2025-12-10,123631,ok
2025-12-11,125835,ok
2025-12-12,116705,ok
2025-12-13,74469,ok
2025-12-14,65094,ok
2025-12-15,111302,ok
2025-12-16,117293,ok
2025-12-17,120993,ok
2025-12-18,121271,ok
2025-12-19,116380,ok
2025-12-20,72879,ok
2025-12-21,55956,ok
2025-12-22,95920,ok
2025-12-23,106041,ok
2025-12-24,90215,ok
2025-12-25,57903,ok
2025-12-26,69177,ok
2025-12-27,61440,ok
2025-12-28,57970,ok
2025-12-29,88466,ok
2025-12-30,92387,ok
2025-12-31,86986,ok
2026-01-01,63029,ok
2026-01-02,73887,ok
2026-01-03,70613,ok
2026-01-04,73331,ok
2026-01-05,112019,ok
2026-01-06,124325,ok
2026-01-07,130139,ok
2026-01-08,127488,ok
2026-01-09,124656,ok
2026-01-10,80503,ok
2026-01-11,65638,ok
2026-01-12,111025,ok
2026-01-13,128134,ok
2026-01-14,133695,ok
2026-01-15,135604,ok
2026-01-16,124941,ok
2026-01-17,83893,ok
2026-01-18,71522,ok
2026-01-19,107527,ok
2026-01-20,129995,ok
2026-01-21,137028,ok
2026-01-22,136886,ok
2026-01-23,128390,ok
2026-01-24,81326,ok
2026-01-25,65639,ok
2026-01-26,105498,ok
2026-01-27,124580,ok
2026-01-28,125899,ok
2026-01-29,130029,ok
2026-01-30,123059,ok
2026-01-31,79636,ok
2026-02-01,66769,ok
2026-02-02,106742,ok
2026-02-03,126298,ok
2026-02-04,129888,ok
2026-02-05,129241,ok
2026-02-06,119940,ok
2026-02-07,76180,ok
2026-02-08,62291,ok
2026-02-09,108807,ok
2026-02-10,123689,ok
2026-02-11,133684,ok
2026-02-12,129642,ok
2026-02-13,122708,ok
2026-02-14,81731,ok
2026-02-15,66753,ok
2026-02-16,103855,ok
2026-02-17,119704,ok
2026-02-18,128728,ok
2026-02-19,133910,ok
2026-02-20,120940,ok
2026-02-21,75420,ok
2026-02-22,65302,ok
2026-02-23,111996,ok
2026-02-24,131378,ok
2026-02-25,128403,ok
2026-02-26,133978,ok
2026-02-27,131143,ok
2026-02-28,110266,ok
2026-03-01,98894,ok
2026-03-02,138330,ok
2026-03-03,148505,ok
2026-03-04,145481,ok
2026-03-05,150744,ok
2026-03-06,137365,ok
2026-03-07,91984,ok
2026-03-08,78314,ok
2026-03-09,116756,ok
2026-03-10,126772,ok
2026-03-11,131556,ok
2026-03-12,135264,ok
2026-03-13,131018,ok
2026-03-14,83832,ok
2026-03-15,68671,ok
2026-03-16,118908,ok
2026-03-17,133392,ok
2026-03-18,135362,ok
2026-03-19,131899,ok
2026-03-20,116574,ok
2026-03-21,71336,ok
2026-03-22,58599,ok
2026-03-23,100882,ok
2026-03-24,119066,ok
2026-03-25,123713,ok
2026-03-26,122103,ok
2026-03-27,113765,ok
2026-03-28,77524,ok
2026-03-29,68512,ok
2026-03-30,112958,ok
2026-03-31,120412,ok
2026-04-01,123481,ok
2026-04-02,113383,ok
2026-04-03,94378,ok
2026-04-04,62289,ok
2026-04-05,56140,ok
2026-04-06,87991,ok
2026-04-07,112475,ok
2026-04-08,127559,ok
2026-04-09,126931,ok
2026-04-10,119162,ok
2026-04-11,75564,ok
2026-04-12,61824,ok
2026-04-13,103885,ok
2026-04-14,120887,ok
2026-04-15,122563,ok
2026-04-16,125737,ok
2026-04-17,115991,ok
2026-04-18,72396,ok
2026-04-19,61844,ok
2026-04-20,105601,ok
2026-04-21,121065,ok
2026-04-22,119440,ok
2026-04-23,121275,ok
2026-04-24,118463,ok
2026-04-25,74020,ok
2026-04-26,64486,ok
2026-04-27,106931,ok
2026-04-28,121189,ok
2026-04-29,122914,ok
2026-04-30,120744,ok
2026-05-01,109683,ok
2026-05-02,73830,ok
2026-05-03,62171,ok
2026-05-04,99997,ok
2026-05-05,117609,ok
2026-05-06,126185,ok
2026-05-07,129162,ok
2026-05-08,122881,ok
2026-05-09,73517,ok
2026-05-10,64629,ok
2026-05-11,109897,ok
2026-05-12,123387,ok
2026-05-13,125119,ok
2026-05-14,127851,ok
2026-05-15,118201,ok
2026-05-16,73293,ok
2026-05-17,62088,ok
2026-05-18,106043,ok
2026-05-19,119381,ok
2026-05-20,126470,ok
2026-05-21,122237,ok
2026-05-22,115380,ok
2026-05-23,71773,ok
2026-05-24,61579,ok
2026-05-25,86512,ok
2026-05-26,109420,ok
2026-05-27,113354,ok
2026-05-28,113684,ok
2026-05-29,112881,ok
2026-05-30,66534,ok
2026-05-31,56465,ok
2026-06-01,101905,ok
2026-06-02,116485,ok
2026-06-03,117604,ok
2026-06-04,116234,ok
2026-06-05,106095,ok
2026-06-06,68584,ok
2026-06-07,61798,ok
2026-06-08,101509,ok
2026-06-09,108253,ok
2026-06-10,114561,ok
