date,total_events,status
2021-12-09,126109,ok
2021-12-10,120746,ok
2021-12-11,75635,ok
2021-12-12,65796,ok
2021-12-13,106454,ok
2021-12-14,116772,ok
2021-12-15,120897,ok
2021-12-16,118484,ok
2021-12-17,113189,ok
2021-12-18,70261,ok
2021-12-19,64302,ok
2021-12-20,94696,ok
2021-12-21,106683,ok
2021-12-22,102972,ok
2021-12-23,99005,ok
2021-12-24,73341,ok
2021-12-25,44446,ok
2021-12-26,50569,ok
2021-12-27,73815,ok
2021-12-28,82416,ok
2021-12-29,87237,ok
2021-12-30,90496,ok
2021-12-31,74765,ok
2022-01-01,49903,ok
2022-01-02,49406,ok
2022-01-03,78231,ok
2022-01-04,97275,ok
2022-01-05,104669,ok
2022-01-06,108823,ok
2022-01-07,103573,ok
2022-01-08,66008,ok
2022-01-09,58206,ok
2022-01-10,98678,ok
2022-01-11,111335,ok
2022-01-12,112461,ok
2022-01-13,118941,ok
2022-01-14,111050,ok
2022-01-15,70778,ok
2022-01-16,60369,ok
2022-01-17,95170,ok
2022-01-18,114954,ok
2022-01-19,123268,ok
2022-01-20,128358,ok
2022-01-21,118420,ok
2022-01-22,75714,ok
2022-01-23,64832,ok
2022-01-24,110134,ok
2022-01-25,122898,ok
2022-01-26,123790,ok
2022-01-27,126463,ok
2022-01-28,118636,ok
2022-01-29,72140,ok
2022-01-30,63064,ok
2022-01-31,103696,ok
2022-02-01,122314,ok
2022-02-02,124473,ok
2022-02-03,127619,ok
2022-02-04,116354,ok
2022-02-05,75086,ok
2022-02-06,64132,ok
2022-02-07,109681,ok
2022-02-08,126295,ok
2022-02-09,128913,ok
2022-02-10,131361,ok
2022-02-11,123355,ok
2022-02-12,81059,ok
2022-02-13,68763,ok
2022-02-14,112148,ok
2022-02-15,127589,ok
2022-02-16,128319,ok
2022-02-17,131479,ok
2022-02-18,124699,ok
2022-02-19,84158,ok
2022-02-20,70393,ok
2022-02-21,106224,ok
2022-02-22,135643,ok
2022-02-23,136667,ok
2022-02-24,164232,ok
2022-02-25,155604,ok
2022-02-26,103787,ok
2022-02-27,96836,ok
2022-02-28,140300,ok
2022-03-01,153347,ok
2022-03-02,154450,ok
2022-03-03,153450,ok
2022-03-04,142483,ok
2022-03-05,94664,ok
2022-03-06,86316,ok
2022-03-07,135114,ok
2022-03-08,147467,ok
2022-03-09,153816,ok
2022-03-10,146320,ok
2022-03-11,139086,ok
2022-03-12,90042,ok
2022-03-13,83089,ok
2022-03-14,129411,ok
2022-03-15,144991,ok
2022-03-16,148783,ok
2022-03-17,141920,ok
2022-03-18,127697,ok
2022-03-19,82750,ok
2022-03-20,74237,ok
2022-03-21,124860,ok
2022-03-22,137030,ok
2022-03-23,139250,ok
2022-03-24,147046,ok
2022-03-25,134362,ok
2022-03-26,86609,ok
2022-03-27,73830,ok
2022-03-28,122029,ok
2022-03-29,136939,ok
2022-03-30,139981,ok
2022-03-31,139621,ok
2022-04-01,125719,ok
2022-04-02,78919,ok
2022-04-03,69892,ok
2022-04-04,113363,ok
2022-04-05,126528,ok
2022-04-06,130290,ok
2022-04-07,130914,ok
2022-04-08,121617,ok
2022-04-09,75687,ok
2022-04-10,66831,ok
2022-04-11,115536,ok
2022-04-12,123071,ok
2022-04-13,128782,ok
2022-04-14,128563,ok
2022-04-15,104033,ok
2022-04-16,70136,ok
2022-04-17,63671,ok
2022-04-18,95848,ok
2022-04-19,119265,ok
2022-04-20,125670,ok
2022-04-21,127577,ok
2022-04-22,123976,ok
2022-04-23,74621,ok
2022-04-24,70013,ok
2022-04-25,114384,ok
2022-04-26,127012,ok
2022-04-27,132234,ok
2022-04-28,130280,ok
2022-04-29,123847,ok
2022-04-30,73328,ok
2022-05-01,69341,ok
2022-05-02,104006,ok
2022-05-03,118263,ok
2022-05-04,123087,ok
2022-05-05,124995,ok
2022-05-06,119411,ok
2022-05-07,75488,ok
2022-05-08,70767,ok
2022-05-09,114064,ok
2022-05-10,122774,ok
2022-05-11,130893,ok
2022-05-12,128757,ok
2022-05-13,124067,ok
2022-05-14,77784,ok
2022-05-15,70001,ok
2022-05-16,117515,ok
2022-05-17,128133,ok
2022-05-18,130739,ok
2022-05-19,128024,ok
2022-05-20,120086,ok
2022-05-21,76048,ok
2022-05-22,70100,ok
2022-05-23,114892,ok
2022-05-24,128727,ok
2022-05-25,139287,ok
2022-05-26,133398,ok
2022-05-27,118639,ok
2022-05-28,77967,ok
2022-05-29,67750,ok
2022-05-30,97582,ok
2022-05-31,116848,ok
2022-06-01,122776,ok
2022-06-02,123147,ok
2022-06-03,108053,ok
2022-06-04,70448,ok
2022-06-05,60474,ok
2022-06-06,105028,ok
2022-06-07,119542,ok
2022-06-08,122802,ok
2022-06-09,122012,ok
2022-06-10,116188,ok
2022-06-11,72676,ok
2022-06-12,63578,ok
2022-06-13,105681,ok
2022-06-14,121254,ok
2022-06-15,126009,ok
2022-06-16,123529,ok
2022-06-17,116072,ok
2022-06-18,67924,ok
2022-06-19,60343,ok
2022-06-20,98444,ok
2022-06-21,111155,ok
2022-06-22,122325,ok
2022-06-23,121222,ok
2022-06-24,116375,ok
2022-06-25,75063,ok
2022-06-26,67473,ok
2022-06-27,110109,ok
2022-06-28,125935,ok
2022-06-29,128207,ok
2022-06-30,128188,ok
2022-07-01,109879,ok
2022-07-02,66539,ok
2022-07-03,60103,ok
2022-07-04,84272,ok
2022-07-05,108186,ok
2022-07-06,113847,ok
2022-07-07,121661,ok
2022-07-08,114786,ok
2022-07-09,68747,ok
2022-07-10,61176,ok
2022-07-11,96572,ok
2022-07-12,109883,ok
2022-07-13,118027,ok
2022-07-14,120085,ok
2022-07-15,113129,ok
2022-07-16,70062,ok
2022-07-17,59892,ok
2022-07-18,100803,ok
2022-07-19,117040,ok
2022-07-20,116156,ok
2022-07-21,116702,ok
2022-07-22,108337,ok
2022-07-23,66196,ok
2022-07-24,61660,ok
2022-07-25,100597,ok
2022-07-26,109135,ok
2022-07-27,112879,ok
2022-07-28,112064,ok
2022-07-29,106123,ok
2022-07-30,68164,ok
2022-07-31,57383,ok
2022-08-01,98514,ok
2022-08-02,115640,ok
2022-08-03,119039,ok
2022-08-04,120084,ok
2022-08-05,109997,ok
2022-08-06,69690,ok
2022-08-07,62455,ok
2022-08-08,97039,ok
2022-08-09,108597,ok
2022-08-10,111203,ok
2022-08-11,108425,ok
2022-08-12,102036,ok
2022-08-13,60061,ok
2022-08-14,55346,ok
2022-08-15,92044,ok
2022-08-16,102628,ok
2022-08-17,107624,ok
2022-08-18,110183,ok
2022-08-19,103817,ok
2022-08-20,61838,ok
2022-08-21,55029,ok
2022-08-22,95151,ok
2022-08-23,107286,ok
2022-08-24,109731,ok
2022-08-25,109880,ok
2022-08-26,100572,ok
2022-08-27,61549,ok
2022-08-28,54299,ok
2022-08-29,89621,ok
2022-08-30,106581,ok
2022-08-31,109449,ok
2022-09-01,108529,ok
2022-09-02,98312,ok
2022-09-03,59382,ok
2022-09-04,56582,ok
2022-09-05,81019,ok
2022-09-06,102442,ok
2022-09-07,112372,ok
2022-09-08,122225,ok
2022-09-09,113129,ok
2022-09-10,67785,ok
2022-09-11,59996,ok
2022-09-12,100331,ok
2022-09-13,114620,ok
2022-09-14,117861,ok
2022-09-15,123568,ok
2022-09-16,116836,ok
2022-09-17,73515,ok
2022-09-18,65298,ok
2022-09-19,103353,ok
2022-09-20,117156,ok
2022-09-21,120721,ok
2022-09-22,120380,ok
2022-09-23,110664,ok
2022-09-24,69154,ok
2022-09-25,61721,ok
2022-09-26,98294,ok
2022-09-27,109120,ok
2022-09-28,113327,ok
2022-09-29,115866,ok
2022-09-30,108062,ok
2022-10-01,69097,ok
2022-10-02,58329,ok
2022-10-03,98957,ok
2022-10-04,112265,ok
2022-10-05,114453,ok
2022-10-06,118221,ok
2022-10-07,112088,ok
2022-10-08,65648,ok
2022-10-09,58403,ok
2022-10-10,97130,ok
2022-10-11,113053,ok
2022-10-12,114794,ok
2022-10-13,113236,ok
2022-10-14,107070,ok
2022-10-15,65822,ok
2022-10-16,55708,ok
2022-10-17,96966,ok
2022-10-18,109310,ok
2022-10-19,113632,ok
2022-10-20,115541,ok
2022-10-21,107272,ok
2022-10-22,64066,ok
2022-10-23,54923,ok
2022-10-24,92647,ok
2022-10-25,106890,ok
2022-10-26,112881,ok
2022-10-27,114296,ok
2022-10-28,107953,ok
2022-10-29,63409,ok
2022-10-30,58089,ok
2022-10-31,95119,ok
2022-11-01,105272,ok
2022-11-02,112010,ok
2022-11-03,114472,ok
2022-11-04,109198,ok
2022-11-05,64154,ok
2022-11-06,52074,ok
2022-11-07,91875,ok
2022-11-08,103508,ok
2022-11-09,116317,ok
2022-11-10,0,missing
2022-11-11,39382,ok
2022-11-12,70273,ok
2022-11-13,59654,ok
2022-11-14,99547,ok
2022-11-15,112944,ok
2022-11-16,122548,ok
2022-11-17,117628,ok
2022-11-18,111704,ok
2022-11-19,66639,ok
2022-11-20,56527,ok
2022-11-21,92614,ok
2022-11-22,105245,ok
2022-11-23,105388,ok
2022-11-24,85024,ok
2022-11-25,75736,ok
2022-11-26,51934,ok
2022-11-27,48568,ok
2022-11-28,85479,ok
2022-11-29,106373,ok
2022-11-30,107788,ok
2022-12-01,106419,ok
2022-12-02,101839,ok
2022-12-03,64198,ok
2022-12-04,52743,ok
2022-12-05,88693,ok
2022-12-06,102529,ok
2022-12-07,108418,ok
2022-12-08,114984,ok
2022-12-09,99924,ok
2022-12-10,61045,ok
2022-12-11,51571,ok
2022-12-12,90430,ok
2022-12-13,106023,ok
2022-12-14,106633,ok
2022-12-15,108982,ok
2022-12-16,100230,ok
2022-12-17,62698,ok
2022-12-18,51374,ok
2022-12-19,87958,ok
2022-12-20,100795,ok
2022-12-21,101235,ok
2022-12-22,100860,ok
2022-12-23,85689,ok
2022-12-24,50912,ok
2022-12-25,39966,ok
2022-12-26,54019,ok
2022-12-27,69670,ok
2022-12-28,78296,ok
2022-12-29,81011,ok
2022-12-30,76868,ok
2022-12-31,56040,ok
2023-01-01,43575,ok
2023-01-02,58926,ok
2023-01-03,84388,ok
2023-01-04,95682,ok
2023-01-05,101855,ok
2023-01-06,98261,ok
2023-01-07,60179,ok
2023-01-08,57151,ok
2023-01-09,99024,ok
2023-01-10,111713,ok
2023-01-11,114678,ok
2023-01-12,114888,ok
2023-01-13,107780,ok
2023-01-14,68892,ok
2023-01-15,59550,ok
2023-01-16,90395,ok
2023-01-17,111197,ok
2023-01-18,114350,ok
2023-01-19,117916,ok
2023-01-20,109522,ok
2023-01-21,70753,ok
2023-01-22,62449,ok
2023-01-23,98806,ok
2023-01-24,112790,ok
2023-01-25,114700,ok
2023-01-26,117787,ok
2023-01-27,112705,ok
2023-01-28,73981,ok
2023-01-29,63848,ok
2023-01-30,104351,ok
2023-01-31,115801,ok
2023-02-01,115687,ok
2023-02-02,122384,ok
2023-02-03,107502,ok
2023-02-04,65003,ok
2023-02-05,56337,ok
2023-02-06,96249,ok
2023-02-07,112752,ok
2023-02-08,117237,ok
2023-02-09,116259,ok
2023-02-10,108967,ok
2023-02-11,66117,ok
2023-02-12,57603,ok
2023-02-13,95889,ok
2023-02-14,113252,ok
2023-02-15,115621,ok
2023-02-16,116402,ok
2023-02-17,112445,ok
2023-02-18,73332,ok
2023-02-19,64248,ok
2023-02-20,101826,ok
2023-02-21,118620,ok
2023-02-22,123387,ok
2023-02-23,122435,ok
2023-02-24,118575,ok
2023-02-25,73302,ok
2023-02-26,57110,ok
2023-02-27,100198,ok
2023-02-28,114420,ok
2023-03-01,117093,ok
2023-03-02,117766,ok
2023-03-03,111269,ok
2023-03-04,68580,ok
2023-03-05,58352,ok
2023-03-06,98837,ok
2023-03-07,110938,ok
2023-03-08,114474,ok
2023-03-09,114960,ok
2023-03-10,113637,ok
2023-03-11,70297,ok
2023-03-12,59319,ok
2023-03-13,98755,ok
2023-03-14,111054,ok
2023-03-15,117129,ok
2023-03-16,116853,ok
2023-03-17,113538,ok
2023-03-18,72079,ok
2023-03-19,64040,ok
2023-03-20,105928,ok
2023-03-21,108814,ok
2023-03-22,67888,ok
2023-03-23,0,missing
2023-03-24,216375,ok
2023-03-25,131203,ok
2023-03-26,110273,ok
2023-03-27,175964,ok
2023-03-28,189842,ok
2023-03-29,197774,ok
2023-03-30,196288,ok
2023-03-31,184746,ok
2023-04-01,114490,ok
2023-04-02,98249,ok
2023-04-03,164296,ok
2023-04-04,182374,ok
2023-04-05,194508,ok
2023-04-06,184256,ok
2023-04-07,156798,ok
2023-04-08,105861,ok
2023-04-09,90245,ok
2023-04-10,143176,ok
2023-04-11,174724,ok
2023-04-12,182466,ok
2023-04-13,185435,ok
2023-04-14,171984,ok
2023-04-15,105288,ok
2023-04-16,92751,ok
2023-04-17,159512,ok
2023-04-18,177732,ok
2023-04-19,178980,ok
2023-04-20,172932,ok
2023-04-21,166767,ok
2023-04-22,98882,ok
2023-04-23,88690,ok
2023-04-24,159417,ok
2023-04-25,178265,ok
2023-04-26,184410,ok
2023-04-27,185209,ok
2023-04-28,174801,ok
2023-04-29,105670,ok
2023-04-30,94591,ok
2023-05-01,143277,ok
2023-05-02,171229,ok
2023-05-03,180224,ok
2023-05-04,182336,ok
2023-05-05,173645,ok
2023-05-06,108058,ok
2023-05-07,91304,ok
2023-05-08,149043,ok
2023-05-09,174495,ok
2023-05-10,176707,ok
2023-05-11,174898,ok
2023-05-12,167028,ok
2023-05-13,105389,ok
2023-05-14,88496,ok
2023-05-15,154394,ok
2023-05-16,170016,ok
2023-05-17,179938,ok
2023-05-18,178457,ok
2023-05-19,177924,ok
2023-05-20,110129,ok
2023-05-21,98601,ok
2023-05-22,153748,ok
2023-05-23,164245,ok
2023-05-24,169543,ok
2023-05-25,169763,ok
2023-05-26,156018,ok
2023-05-27,93544,ok
2023-05-28,83378,ok
2023-05-29,114672,ok
2023-05-30,152419,ok
2023-05-31,166011,ok
2023-06-01,173882,ok
2023-06-02,163062,ok
2023-06-03,95668,ok
2023-06-04,89727,ok
2023-06-05,146894,ok
2023-06-06,165239,ok
2023-06-07,168322,ok
2023-06-08,169822,ok
2023-06-09,158984,ok
2023-06-10,96995,ok
2023-06-11,81948,ok
2023-06-12,144040,ok
2023-06-13,157044,ok
2023-06-14,165631,ok
2023-06-15,166644,ok
2023-06-16,158035,ok
2023-06-17,100475,ok
2023-06-18,86272,ok
2023-06-19,140676,ok
2023-06-20,168195,ok
2023-06-21,170283,ok
2023-06-22,168314,ok
2023-06-23,156965,ok
2023-06-24,106831,ok
2023-06-25,87196,ok
2023-06-26,140837,ok
2023-06-27,153769,ok
2023-06-28,152425,ok
2023-06-29,152491,ok
2023-06-30,146393,ok
2023-07-01,87964,ok
2023-07-02,76302,ok
2023-07-03,124641,ok
2023-07-04,122244,ok
2023-07-05,140945,ok
2023-07-06,153189,ok
2023-07-07,147774,ok
2023-07-08,92588,ok
2023-07-09,82158,ok
2023-07-10,143801,ok
2023-07-11,160717,ok
2023-07-12,169834,ok
2023-07-13,166341,ok
2023-07-14,148123,ok
2023-07-15,93666,ok
2023-07-16,80433,ok
2023-07-17,140979,ok
2023-07-18,160642,ok
2023-07-19,167941,ok
2023-07-20,187432,ok
2023-07-21,146355,ok
2023-07-22,88384,ok
2023-07-23,78595,ok
2023-07-24,134235,ok
2023-07-25,152360,ok
2023-07-26,156294,ok
2023-07-27,156233,ok
2023-07-28,143434,ok
2023-07-29,90855,ok
2023-07-30,80198,ok
2023-07-31,132804,ok
2023-08-01,146850,ok
2023-08-02,154219,ok
2023-08-03,151321,ok
2023-08-04,143004,ok
2023-08-05,92324,ok
2023-08-06,81133,ok
2023-08-07,132310,ok
2023-08-08,146807,ok
2023-08-09,147812,ok
2023-08-10,148175,ok
2023-08-11,136681,ok
2023-08-12,85992,ok
2023-08-13,77730,ok
2023-08-14,129124,ok
2023-08-15,138617,ok
2023-08-16,141249,ok
2023-08-17,145796,ok
2023-08-18,142561,ok
2023-08-19,90079,ok
2023-08-20,79105,ok
2023-08-21,138226,ok
2023-08-22,157379,ok
2023-08-23,152525,ok
2023-08-24,160641,ok
2023-08-25,147886,ok
2023-08-26,90175,ok
2023-08-27,79630,ok
2023-08-28,132048,ok
2023-08-29,147811,ok
2023-08-30,154203,ok
2023-08-31,153428,ok
2023-09-01,142189,ok
2023-09-02,84211,ok
2023-09-03,74651,ok
2023-09-04,116466,ok
2023-09-05,146877,ok
2023-09-06,163471,ok
2023-09-07,166725,ok
2023-09-08,158564,ok
2023-09-09,98527,ok
2023-09-10,91329,ok
2023-09-11,148860,ok
2023-09-12,163824,ok
2023-09-13,165355,ok
2023-09-14,164608,ok
2023-09-15,158187,ok
2023-09-16,102062,ok
2023-09-17,85853,ok
2023-09-18,149442,ok
2023-09-19,167824,ok
2023-09-20,177404,ok
2023-09-21,178867,ok
2023-09-22,166212,ok
2023-09-23,100647,ok
2023-09-24,86785,ok
2023-09-25,143060,ok
2023-09-26,166348,ok
2023-09-27,165708,ok
2023-09-28,163048,ok
2023-09-29,153752,ok
2023-09-30,93300,ok
2023-10-01,82584,ok
2023-10-02,129587,ok
2023-10-03,150623,ok
2023-10-04,153662,ok
2023-10-05,159780,ok
2023-10-06,150717,ok
2023-10-07,106409,ok
2023-10-08,103125,ok
2023-10-09,162167,ok
2023-10-10,182763,ok
2023-10-11,192608,ok
2023-10-12,190157,ok
2023-10-13,181079,ok
2023-10-14,111712,ok
2023-10-15,103013,ok
2023-10-16,162799,ok
2023-10-17,179293,ok
2023-10-18,194016,ok
2023-10-19,187878,ok
2023-10-20,173713,ok
2023-10-21,105961,ok
2023-10-22,91405,ok
2023-10-23,156172,ok
2023-10-24,169693,ok
2023-10-25,172891,ok
2023-10-26,177065,ok
2023-10-27,162926,ok
2023-10-28,104221,ok
2023-10-29,90918,ok
2023-10-30,151489,ok
2023-10-31,166531,ok
2023-11-01,171016,ok
2023-11-02,170130,ok
2023-11-03,165350,ok
2023-11-04,107930,ok
2023-11-05,96370,ok
2023-11-06,149078,ok
2023-11-07,163694,ok
2023-11-08,166615,ok
2023-11-09,174498,ok
2023-11-10,160956,ok
2023-11-11,101728,ok
2023-11-12,87617,ok
2023-11-13,138102,ok
2023-11-14,160110,ok
2023-11-15,165435,ok
2023-11-16,168531,ok
2023-11-17,158858,ok
2023-11-18,98648,ok
2023-11-19,83563,ok
2023-11-20,135465,ok
2023-11-21,155966,ok
2023-11-22,158312,ok
2023-11-23,128432,ok
2023-11-24,123297,ok
2023-11-25,85624,ok
2023-11-26,83444,ok
2023-11-27,136948,ok
2023-11-28,156529,ok
2023-11-29,156928,ok
2023-11-30,155295,ok
2023-12-01,150409,ok
2023-12-02,92764,ok
2023-12-03,81825,ok
2023-12-04,130682,ok
2023-12-05,151907,ok
2023-12-06,157697,ok
2023-12-07,164736,ok
2023-12-08,148965,ok
2023-12-09,97132,ok
2023-12-10,85469,ok
2023-12-11,138428,ok
2023-12-12,154395,ok
2023-12-13,155412,ok
2023-12-14,157574,ok
2023-12-15,148749,ok
2023-12-16,91612,ok
2023-12-17,78911,ok
2023-12-18,130989,ok
2023-12-19,143017,ok
2023-12-20,143603,ok
2023-12-21,140869,ok
2023-12-22,125204,ok
2023-12-23,78754,ok
2023-12-24,63465,ok
2023-12-25,66340,ok
2023-12-26,89558,ok
2023-12-27,108687,ok
2023-12-28,112528,ok
2023-12-29,108900,ok
2023-12-30,75841,ok
2023-12-31,68743,ok
2024-01-01,67623,ok
2024-01-02,107010,ok
2024-01-03,124453,ok
2024-01-04,137068,ok
2024-01-05,131775,ok
2024-01-06,87905,ok
2024-01-07,76050,ok
2024-01-08,125665,ok
2024-01-09,142743,ok
2024-01-10,145491,ok
2024-01-11,154598,ok
2024-01-12,150064,ok
2024-01-13,92544,ok
2024-01-14,82001,ok
2024-01-15,122137,ok
2024-01-16,140995,ok
2024-01-17,151847,ok
2024-01-18,157003,ok
2024-01-19,143232,ok
2024-01-20,89559,ok
2024-01-21,78894,ok
2024-01-22,127991,ok
2024-01-23,148359,ok
2024-01-24,151385,ok
2024-01-25,156069,ok
2024-01-26,146413,ok
2024-01-27,94857,ok
2024-01-28,82577,ok
2024-01-29,142742,ok
2024-01-30,155276,ok
2024-01-31,157074,ok
2024-02-01,156199,ok
2024-02-02,141958,ok
2024-02-03,92717,ok
2024-02-04,79787,ok
2024-02-05,133420,ok
2024-02-06,153601,ok
2024-02-07,159175,ok
2024-02-08,157124,ok
2024-02-09,145198,ok
2024-02-10,91666,ok
2024-02-11,79018,ok
2024-02-12,132313,ok
2024-02-13,150442,ok
2024-02-14,152626,ok
2024-02-15,156488,ok
2024-02-16,155048,ok
2024-02-17,99270,ok
2024-02-18,83149,ok
2024-02-19,131686,ok
2024-02-20,155447,ok
2024-02-21,162299,ok
2024-02-22,159561,ok
2024-02-23,154666,ok
2024-02-24,102827,ok
2024-02-25,83762,ok
2024-02-26,143858,ok
2024-02-27,164628,ok
2024-02-28,167329,ok
2024-02-29,163549,ok
2024-03-01,157418,ok
2024-03-02,93780,ok
2024-03-03,81718,ok
2024-03-04,138075,ok
2024-03-05,160302,ok
2024-03-06,168219,ok
2024-03-07,165695,ok
2024-03-08,152076,ok
2024-03-09,93462,ok
2024-03-10,80404,ok
2024-03-11,135978,ok
2024-03-12,158152,ok
2024-03-13,154952,ok
2024-03-14,157280,ok
2024-03-15,149592,ok
2024-03-16,89271,ok
2024-03-17,80540,ok
2024-03-18,137142,ok
2024-03-19,157695,ok
2024-03-20,161172,ok
2024-03-21,160409,ok
2024-03-22,151494,ok
2024-03-23,91531,ok
2024-03-24,82193,ok
2024-03-25,137364,ok
2024-03-26,154777,ok
2024-03-27,151961,ok
2024-03-28,148572,ok
2024-03-29,127506,ok
2024-03-30,81601,ok
2024-03-31,72582,ok
2024-04-01,119531,ok
2024-04-02,151259,ok
2024-04-03,153119,ok
2024-04-04,152052,ok
2024-04-05,142415,ok
2024-04-06,87154,ok
2024-04-07,81771,ok
2024-04-08,133619,ok
2024-04-09,148548,ok
2024-04-10,148167,ok
2024-04-11,147354,ok
2024-04-12,145242,ok
2024-04-13,92813,ok
2024-04-14,95964,ok
2024-04-15,141511,ok
2024-04-16,150218,ok
2024-04-17,155130,ok
2024-04-18,152730,ok
2024-04-19,146453,ok
2024-04-20,93397,ok
2024-04-21,79541,ok
2024-04-22,138826,ok
2024-04-23,151753,ok
2024-04-24,158116,ok
2024-04-25,159160,ok
2024-04-26,148890,ok
2024-04-27,91535,ok
2024-04-28,82368,ok
2024-04-29,139362,ok
2024-04-30,149578,ok
2024-05-01,147616,ok
2024-05-02,151534,ok
2024-05-03,145651,ok
2024-05-04,91890,ok
2024-05-05,80576,ok
2024-05-06,136762,ok
2024-05-07,153589,ok
2024-05-08,155230,ok
2024-05-09,151012,ok
2024-05-10,140866,ok
2024-05-11,87190,ok
2024-05-12,73724,ok
2024-05-13,130045,ok
2024-05-14,148960,ok
2024-05-15,156230,ok
2024-05-16,155523,ok
2024-05-17,144473,ok
2024-05-18,90021,ok
2024-05-19,77579,ok
2024-05-20,137992,ok
2024-05-21,150165,ok
2024-05-22,156670,ok
2024-05-23,150125,ok
2024-05-24,141184,ok
2024-05-25,87437,ok
2024-05-26,75163,ok
2024-05-27,111963,ok
2024-05-28,139530,ok
2024-05-29,147912,ok
2024-05-30,147085,ok
2024-05-31,151568,ok
2024-06-01,90948,ok
2024-06-02,75925,ok
2024-06-03,129756,ok
2024-06-04,141281,ok
2024-06-05,148495,ok
2024-06-06,156148,ok
2024-06-07,141390,ok
2024-06-08,88424,ok
2024-06-09,78005,ok
2024-06-10,126477,ok
2024-06-11,143947,ok
2024-06-12,145114,ok
2024-06-13,150523,ok
2024-06-14,142792,ok
2024-06-15,107460,ok
2024-06-16,92554,ok
2024-06-17,134855,ok
2024-06-18,132067,ok
2024-06-19,133951,ok
2024-06-20,137191,ok
2024-06-21,135779,ok
2024-06-22,80874,ok
2024-06-23,73098,ok
2024-06-24,126225,ok
2024-06-25,148383,ok
2024-06-26,146811,ok
2024-06-27,142994,ok
2024-06-28,132367,ok
2024-06-29,76871,ok
2024-06-30,68908,ok
2024-07-01,117734,ok
2024-07-02,132118,ok
2024-07-03,138387,ok
2024-07-04,119313,ok
2024-07-05,119410,ok
2024-07-06,75580,ok
2024-07-07,69123,ok
2024-07-08,127218,ok
2024-07-09,137361,ok
2024-07-10,140746,ok
2024-07-11,144725,ok
2024-07-12,132641,ok
2024-07-13,81276,ok
2024-07-14,78218,ok
2024-07-15,121690,ok
2024-07-16,137373,ok
2024-07-17,141395,ok
2024-07-18,138078,ok
2024-07-19,133767,ok
2024-07-20,82512,ok
2024-07-21,77419,ok
2024-07-22,128706,ok
2024-07-23,138917,ok
2024-07-24,142831,ok
2024-07-25,141022,ok
2024-07-26,130726,ok
2024-07-27,80815,ok
2024-07-28,67146,ok
2024-07-29,117059,ok
2024-07-30,133462,ok
2024-07-31,141778,ok
2024-08-01,148281,ok
2024-08-02,135555,ok
2024-08-03,80837,ok
2024-08-04,71854,ok
2024-08-05,122503,ok
2024-08-06,137523,ok
2024-08-07,138959,ok
2024-08-08,135253,ok
2024-08-09,128070,ok
2024-08-10,89554,ok
2024-08-11,69353,ok
2024-08-12,116950,ok
2024-08-13,132404,ok
2024-08-14,136620,ok
2024-08-15,137255,ok
2024-08-16,132545,ok
2024-08-17,82769,ok
2024-08-18,72565,ok
2024-08-19,124910,ok
2024-08-20,147425,ok
2024-08-21,140128,ok
2024-08-22,141971,ok
2024-08-23,131956,ok
2024-08-24,81021,ok
2024-08-25,76229,ok
2024-08-26,118477,ok
2024-08-27,139655,ok
2024-08-28,141055,ok
2024-08-29,140303,ok
2024-08-30,132571,ok
2024-08-31,77846,ok
2024-09-01,72452,ok
2024-09-02,104538,ok
2024-09-03,132647,ok
2024-09-04,147815,ok
2024-09-05,144554,ok
2024-09-06,140796,ok
2024-09-07,87070,ok
2024-09-08,76674,ok
2024-09-09,133020,ok
2024-09-10,145007,ok
2024-09-11,151226,ok
2024-09-12,149914,ok
2024-09-13,146141,ok
2024-09-14,85929,ok
2024-09-15,74066,ok
2024-09-16,119493,ok
2024-09-17,133634,ok
2024-09-18,143615,ok
2024-09-19,144671,ok
2024-09-20,137508,ok
2024-09-21,87893,ok
2024-09-22,76962,ok
2024-09-23,130097,ok
2024-09-24,151239,ok
2024-09-25,151096,ok
2024-09-26,156430,ok
2024-09-27,148631,ok
2024-09-28,94556,ok
2024-09-29,81319,ok
2024-09-30,130836,ok
2024-10-01,149853,ok
2024-10-02,154006,ok
2024-10-03,146048,ok
2024-10-04,143272,ok
2024-10-05,85480,ok
2024-10-06,80177,ok
2024-10-07,138528,ok
2024-10-08,148876,ok
2024-10-09,148135,ok
2024-10-10,144984,ok
2024-10-11,138517,ok
2024-10-12,84690,ok
2024-10-13,75301,ok
2024-10-14,126840,ok
2024-10-15,143635,ok
2024-10-16,150916,ok
2024-10-17,146209,ok
2024-10-18,141675,ok
2024-10-19,88552,ok
2024-10-20,75101,ok
2024-10-21,131242,ok
2024-10-22,147296,ok
2024-10-23,154424,ok
2024-10-24,150361,ok
2024-10-25,142931,ok
2024-10-26,90002,ok
2024-10-27,74692,ok
2024-10-28,123684,ok
2024-10-29,139853,ok
2024-10-30,138085,ok
2024-10-31,133481,ok
2024-11-01,135039,ok
2024-11-02,80896,ok
2024-11-03,70332,ok
2024-11-04,124133,ok
2024-11-05,137506,ok
2024-11-06,152915,ok
2024-11-07,143152,ok
2024-11-08,129191,ok
2024-11-09,81923,ok
2024-11-10,72707,ok
2024-11-11,119303,ok
2024-11-12,136440,ok
2024-11-13,144703,ok
2024-11-14,141362,ok
2024-11-15,134572,ok
2024-11-16,86097,ok
2024-11-17,74235,ok
2024-11-18,126555,ok
